no,judul_proposal,judul_skripsi,prodi
235,Pemodelan Proses Bisnis Menggunakan BPMN : Studi Kasus Lembaga Penelitian dan Pengabdian Masyarakat Universitas Brawijaya,Business Process Improvement Menggunakan Metode Tabular Application Development (TAD) Studi Kasus : P4M LPPM Universitas Brawijaya,SI
236,AUDIT TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KEDIRI MENGGUNAKAN FRAMEWORK COBIT 4.1,,SI
237,AUDIT TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KEDIRI MENGGUNAKAN FRAMEWORK COBIT 4.1,"EVALUASI TATA KELOLA TEKNOLOGI INFORMASI MENGGUNAKAN KERANGKA KERJA COBIT 4.1
(STUDI KASUS : BIDANG KOMINFO DISHUBKOMINFO KOTA KEDIRI)",SI
238,Analisis dan Perancangan Sistem CRM pada Cafe dan Resto My Kicthen Malang,,SI
239,Evaluasi Tingkat Kepuasan Mahasiswa Terhadap Kualitas Sistem Informasi Akademik Menggunakan Metode End User Computing Satisfaction (EUCS) dan KANO,,SI
240,Evaluasi Tingkat Kepuasan Mahasiswa Terhadap Kualitas Sistem Informasi Akademik Menggunakan Model End User Computing Satisfaction (EUCS) dan Metode KANO,EVALUASI TINGKAT KEPUASAAN MAHASISWA TERHADAP KUALITAS SISTEM INFORMASI AKADEMIK MENGGUNAKAN MODEL END USER COMPUTING SATISFACTION (EUCS) DAN METODE KANO,SI
241,Evaluasi Tingkat Kepuasan Mahasiswa Terhadap Kualitas Sistem Informasi Akademik Menggunakan Model End User Computing Satisfaction (EUCS) dan Metode IPA pada Universitas Panca Marga,,SI
242,Evaluasi Tingkat Kepuasan Mahasiswa Terhadap Kualitas Sistem Informasi Akademik Menggunakan Model End User Computing Satisfaction (EUCS) dan Metode IPA pada Universitas Panca Marga,,SI
243,PERANCANGAN PROSES BISNIS DENGAN MENGGUNAKAN METODE THE OPEN GROUP ARCHITECTURE FRAMEWORK (TOGAF) PADA DINAS KETENAGAKERJAAN DAN TRANSMIGRASI KOTA MALANG,ANALISIS DAN PERANCANGAN PROSES BISNIS DENGAN MENGGUNAKAN METODE THE OPEN GROUP ARCHITECTURE FRAMEWORK (TOGAF) ARCHITECTURE DEVELOPMENT METHOD (ADM) PADA DINAS KETENAGAKERJAAN DAN TRANSMIGRASI KOTA MALANG,SI
244,perencanaan strategi sistem informasi menggunakan framework anita cassidy pada PT.KIA,,SI
245,ANALISIS DAN PERBAIKAN PROSES BISNIS DENGAN METODE BUSINESS PROCESS IMPROVEMENT PADA DIVISI MARKETING PT. PANCANAKA KONSTRUKSI UTAMA MALANG,ANALISIS DAN PERBAIKAN PROSES BISNIS DENGAN METODE BUSINESS PROCESS IMPROVEMENT PADA DIVISI MARKETING PT PANCANAKA KONSTRUKSI UTAMA  MALANG,SI
246,EVALUASI TERHADAP TINGKAT DAN MASALAH-MASALAH USABILITY PADA APLIKASI PERPUSTAKAAN DIGITAL UNIVERSITAS BRAWIJAYA ,Evaluasi Usability Pada Aplikasi Perpustakaan Digital Universitas Brawijaya,SI
247,Analisa Pencarian Informasi Melalui Image Slider Pada Situs Website,ANALISIS PERILAKU PENCARIAN INFORMASI PADA SITUS WEB YANG DI DALAMNYA TERDAPAT IMAGE SLIDER,SI
248,AUDIT LAYANAN SISTEM INFORMASI MANAJEMEN MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3 (STUDI KASUS E-GOVERNMENT DINAS KOPERASI DAN UMKM KOTA SURABAYA),AUDIT LAYANAN SISTEM INFORMASI MANAJEMEN PADA DINAS KOPERASI DAN UMKM KOTA SURABAYA MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3,SI
249,EVALUASI KUALITAS SITUS WEB MEDIA CENTER KOTA MALANG MENGGUNAKAN WEBQUAL (STUDI KASUS DINAS KOMUNIKASI INFORMATIKA KOTA MALANG) ,,SI
250,EVALUASI KUALITAS SITUS WEB MEDIA CENTER KOTA MALANG MENGGUNAKAN WEBQUAL (STUDI KASUS DINAS KOMUNIKASI INFORMATIKA KOTA MALANG),EVALUASI KUALITAS SITUS WEB MEDIA CENTER KOTA MALANG MENGGUNAKAN WEBQUAL (STUDI KASUS DINAS KOMUNIKASI INFORMATIKA KOTA MALANG),SI
251,AUDIT MANAJEMEN LAYANAN SISTEM INFORMASI ADMINISTRASI KEPENDUDUKAN (SIAK) DAN E-KTP PADA DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL (DISPENDUKCAPIL) KABUPATEN NGANJUK MENGGUNAKAN KERANGKA KERJA ITIL Versi 3,AUDIT MANAJEMEN LAYANAN SISTEM INFORMASI ADMINISTRASI KEPENDUDUKAN (SIAK) DAN SISTEM APLIKASI E-KTP PADA DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL (DISPENDUKCAPIL) KABUPATEN NGANJUK MENGGUNAKAN KERANGKA KERJA ITIL Versi 3,SI
252,PENILAIAN KUALITAS WEBSITE E-GOVERMENT PEJABAT PENGELOLA INFORMASI DAN DOKUMENTASI  (PPID) DENGAN DIMENSI E-QOVQUAL (STUDI KASUS PADA DINAS PERHUBUNGAN KOMUNIKASI DAN INFORMATIKA PROBOLINGGO),PENILAIAN KUALITAS WEBSITE E-GOVERMENT PEJABAT PENGELOLA INFORMASI DAN DOKUMENTASI (PPID) DENGAN DIMENSI E-QOVQUAL (STUDI KASUS PADA DINAS PERHUBUNGAN KOMUNIKASI DAN INFORMATIKA PROBOLINGGO),SI
253,"Audit Teknologi Informasi  Menggunakan Framework COBIT 5  Pada Domain Dss (Delivery, Service, and Support)  (Studi Kasus : PT. PLN (Persero) Rayon Ngawi)","Evaluasi Teknologi Informasi Menggunakan Framework COBIT 5 Pada Domain DSS (Delivery, Service, and Support) (Studi Kasus : PT. PLN (Persero) Rayon Ngawi)",SI
254,EVALUASI WEBSITE RESMI PEMERINTAH KABUPATEN SITUBONDO MENGGUNAKAN METODE HEURISTIC USABILITY,,SI
255,EVALUASI WEBSITE RESMI PEMERINTAH KABUPATEN SITUBONDO MENGGUNAKAN METODE HEURISTIC USABILITY,EVALUASI SITUS WEB RESMI PEMERINTAH KABUPATEN SITUBONDO MENGGUNAKAN METODE HEURISTIC EVALUATION,SI
256,PEMODELAN PROSES BISNIS PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN TULUNGAGUNG DENGAN BUSINESS PROCESS MODELLING NOTATION (BPMN,"PENILAIAN KUALITAS LAYANAN E-GOVERNMENT KABUPATEN TULUNGAGUNG DENGAN DIMENSI
 E-GOVQUAL (STUDI KASUS PADA DINAS PERHUBUNGAN KOMUNIKASI DAN INFORMATIKA KABUPATEN TULUNGAGUNG)",SI
257,PERANCANGAN ULANG ANTARMUKA SITUS WEB UNIVERSITAS BRAWIJAYA BERKARAKTER MOBILE RESPONSIVE MENGGUNAKAN USER CENTERED DESIGN (UCD) ,,SI
258,PERANCANGAN ULANG ANTARMUKA SITUS WEB UNIVERSITAS BRAWIJAYA BERKARAKTER MOBILE RESPONSIVE MENGGUNAKAN USER CENTERED DESIGN (UCD) ,"EVALUASI DAN PERANCANGAN ULANG ANTARMUKA PENGGUNA SITUS WEB UNIVERSITAS BRAWIJAYA DENGAN PRINSIP RESPONSIVE WEB DESIGN DAN MENGADAPTASI 
HUMAN CENTERED DESIGN (HCD)",SI
259,Analisa dan Perencanaan Proses Bisnis Menggunakan The Open Group Architecture Framework (TOGAF) pada Dinas Kependudukan dan Pencatatan Sipil Kabupaten Lumajang,ANALISA DAN PERENCANAAN PROSES BISNIS MENGGUNAKAN THE OPEN GROUP ARCHITECTURE FRAMEWORK (TOGAF) PADA DINAS KEBUDAYAAN DAN PARIWISATA KABUPATEN LUMAJANG,SI
260,EVALUASI DAN PERBAIKAN DESAIN ANTARMUKA PENGGUNA WEBSITE PMI KOTA MALANG MENGGUNAKAN METODE USER-CENTERED DESIGN,EVALUASI DAN PERBAIKAN DESAIN ANTARMUKA PENGGUNA SITUS WEB PALANG MERAH INDONESIA (PMI) KOTA MALANG MENGGUNAKAN PENDEKATAN HUMAN CENTERED DESIGN,SI
261,PERANCANGAN SISTEM PENGADUAN MASYARAKAT BERBASIS WEB MENGGUNAKAN METODE USER CENTERED DESIGN(UCD) (Studi Kasus : Dinas Perhubungan Komunikasi dan Informatika Kabupaten Tulungagung),,SI
262,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENGELOLAAN PENGADUAN MASYARAKAT KABUPATEN TULUNGAGUNG BERBASIS WEB (Studi Kasus : Dinas Perhubungan Komunikasi Dan Informatika Kabupaten Tulungagung),,SI
263,Analisis Proses Bisnis Sistem Penjaminan Mutu Sumber Daya Manusia pada Rumah Sakit Islam UNISMA,,SI
264,Analisis Proses Bisnis Sistem Penjaminan Mutu Sumber Daya Manusia pada Rumah Sakit Islam UNISMA,,SI
265,Analisis Proses Bisnis Sistem Penjaminan Mutu Sumber Daya Manusia pada Rumah Sakit Islam UNISMA,ANALISIS PROSES BISNIS DI DIVISI SUMBER DAYA MANUSIA DENGAN METODE QUALITY EVALUATION FRAMEWORK (STUDI KASUS : RSI UNISMA),SI
266,AUDIT TEKNOLOGI INFORMASI  KANTOR DINAS PENDAPATAN DAERAH  KABUPATEN TULUNGAGUNG  BERPEDOMAN PADA ITIL VERSI 3,Evaluasi Maturitas Manajemen Layanan Sismiop (Sistem Informasi Manajemen Objek Pajak) Pada Kantor Dinas Pendapatan Daerah Kabupaten Tulungagung Berpedoman Pada Itil Versi 3,SI
267,Analisis dan Perancangan Sistem Pengajuan Proposal Kegiatan UKM (Unit Kegiatan Mahasiswa) Universitas Brawijaya,,SI
268,Analisis dan Perancangan Sistem Pengajuan Proposal Kegiatan UKM (Unit Kegiatan Mahasiswa) Universitas Brawijaya,,SI
269,"PERANCANGAN BUSINESS PROCESS IMPROVEMENT MENGGUNAKAN  MULTI-PERSPECTIVE ENTERPRISE MODELING (MEMO) 
(STUDI PADA: DIVISI MARKETING SOFTWARE HOUSE)",,SI
270,Perancangan Business Process Improvement menggunakan Multi-Prespective Enterprise Modeling (MEMO) (Studi Pada Divisi Marketing Gumcode Software House),,SI
271,Kepuasan Pengguna Aplikasi Driver Go-Jek Menggunakan Metode End User Computing Satisfaction (EUCS),,SI
272,Analisis Kepuasan Pada Pengguna Aplikasi Driver Go-Jek Menggunakan Metode End User Computing Satisfaction (EUCS),KEPUASAN PENGGUNA APLIKASI DRIVER GO-JEK MENGGUNAKAN METODE END USER COMPUTING SATISFACTION (EUCS),SI
273,"ANALISIS KEPUASAN PENGGUNA APLIKASI DRIVER OJEK ONLINE MENGGUNAKAN METODE END USER COMPUTING SATISFACTION (EUCS)
(Studi Kasus: PT. XYZ)",ANALISIS KEPUASAN PENGGUNA APLIKASI DRIVER OJEK ONLINE MENGGUNAKAN METODE END USER COMPUTING SATISFACTION (EUCS) (Studi Kasus: PT. XYZ),SI
274,audit teknologi informasi menggunakan kerangka kerja COBIT 4.1 pada DINKOMINFO Kota Surabaya,Audit Tata Kelola Teknologi Informasi Menggunakan Kerangka Kerja COBIT 4.1 Pada Bidang Aplikasi dan Telematika DINKOMINFO Kota Surabaya,SI
275,EVALUASI DAN PERBAIKAN RANCANGAN ANTARMUKA PENGGUNA SITUS WEB PDAM KOTA MALANG MENGGUNAKAN METODE USER CENTERED DESIGN,,SI
276,EVALUASI DAN PERBAIKAN RANCANGAN ANTARMUKA PENGGUNA SITUS WEB PDAM KOTA MALANG MENGGUNAKAN METODE USER CENTERED DESIGN,Evaluasi dan Perbaikan Rancangan Antarmuka Pengguna Situs Web  PDAM Kota Malang Menggunakan Pendekatan Human Centered Design,SI
277,Audit Layanan Sistem Informasi Manajemen Pada Kantor Imigrasi Kelas I Kota Malang Menggunakan Framework AUDIT LAYANAN SISTEM INFORMASI MANAJEMEN PADA KANTOR IMIGRASI KELAS I KOTA MALANG MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3 ,,SI
278,AUDIT LAYANAN SISTEM INFORMASI MANAJEMEN PADA KANTOR IMIGRASI KELAS I KOTA MALANG MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3,AUDIT LAYANAN SISTEM INFORMASI MANAJEMEN PADA KANTOR IMIGRASI KELAS I KOTA MALANG MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3,SI
279,PENERAPAN METODE USER CENTERED DESIGN (UCD) PADA APLIKASI KATALOG WISATA DI MALANG BERBASIS WEBSITE,,SI
280,PENERAPAN METODE USER CENTERED DESIGN (UCD) PADA APLIKASI KATALOG WISATA DI MALANG BERBASIS WEBSITE,,SI
281,ANALISIS KEBUTUHAN DAN PERANCANGAN DATA WAREHOUSE DENGAN PENDEKATAN USER DRIVEN DAN METODE KLASIFIKASI DECISION TREE : STUDI KASUS KANTOR PEMERINTAH KOTA MALANG,,SI
282,ANALISA KEBUTUHAN DA PERNCANGAN DATA WAREHOUSE MENGGUNAKAN USER DRIVEN DAN METODE K-MEAN CLUSTERING (STUDI PADA : CV MARSINTA MAJU MAKMUR),,SI
283,ANALISIS DAN DESAIN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MODEL AND NOTATION (BPMN) PADA KITATATA,ANALISIS DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT SYSTEM (BPMS) PADA KITATATA,SI
284,EVALUASI DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT NOTATION (BPMN) DAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KITATATA,EVALUASI DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT NOTATION(BPMN) DAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KITATATA,SI
285,EVALUASI DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT NOTATION (BPMN) DAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KITATATA,EVALUASI DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT NOTATION (BPMN) DAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KITATATA,SI
286,User Experience Image Slider Statis dan Dinamis dalam Penggunaan Website,Analisis Perbedaan Image Slider Statis dan Dinamis terhadap Proses Recall dan Recognition dalam Penggunaan Web,SI
287,ANALISIS DAN PEMODELAN ARSITEKTUR PROSES BISNIS LAYANAN PENCATATAN SIPIL DENGAN THE OPEN GROUP ARCHITECTURE FRAMEWORK ARCHITECTURE DEVELOPMENT METHOD (STUDI KASUS:DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MALANG),"ANALISIS DAN PERANCANGAN PROSES BISNIS LAYANAN PENCATATAN SIPIL MENGGUNAKAN METODE THE OPEN GROUP ARCHITECTURE FRAMEWORK ARCHITECTURE DEVELOPMENT METHOD (TOGAF ADM)
(STUDI KASUS : DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MALANG )",SI
288,EVALUASI ANTARMUKA SITUS DENGAN MENGGUNAKAN METODE USABILITY TESTING  (Studi Kasus : Situs Keramik Dinoyo),EVALUASI USABILITY DAN PERBAIKAN RANCANGAN SITUS WEB JUALSEPATUSAFETY.COM DENGAN MENGGUNAKAN WEBUSE DAN PENGUJIAN USABILITY,SI
289,Analisis Perbandingan Kualitas Layanan Website Tribunnews dan Republika terhadap Kepuasan Pengguna Menggunakan Metode Webqual 4.0,,SI
290,ANALISIS KUALITAS LAYANAN WEBSITE REPUBLIKA ONLINE MENGGUNAKAN METODE GLOBAL QUALITY EVALUATION,,SI
291,Evaluasi Kualitas Konten Website Republika Online Berdasarkan Metode Global Quality Evaluation,Evaluasi Kualitas Konten Website Republlika Online Berdasarkan Metode Global Quality Evaluation,SI
292,Evaluasi Kualitas Konten Website Republika Online Berdasarkan Metode Global Quality Evaluation,Evaluasi Kualitas Konten Website Republika Online Berdasarkan Metode Global Quality Evaluation,SI
293,Rancang Bangun Sistem Informasi Manajemen Akademik Berbasis Web dengan menerapkan pattern MVC,"Konstruksi Sistem Informasi Manajemen Akademik Berbasis Web Dengan Menerapakan Pattern Model-View-Controller (MVC)
Studi Kasus Di: Madrasah Tsanawiyah Muhammadiyah 1 Tlogomas Malang",SI
294,Analisis dan perancangan sistem informasi Manajemen akademik studi kasus pada Mts Muhammadiyah 1 Tlogomas Malang,"Analisi dan Perancangan Sistem Informasi Manajemen Akademik, Studi Kasus pada MTs Muhammadiyah 1 Tlogomas Malang",SI
295,PERANCANGAN DATA WAREHOUSE DENGAN PENDEKATAN USER DRIVEN (STUDI KASUS : BADAN KEPEGAWAIAN DAERAH KOTA BATU JAWA TIMUR),Analisis dan Perancangan Data Warehouse Dengan Pendekatan User Driven (Studi Pada Bagian Akademik Fakultas Ilmu Komputer Universitas Brawijaya),SI
296,IMPLEMENTASI WEB-GIS UNTUK PEMETAAN LAHAN TEBU : STUDI KASUS PABRIK GULA KREBET BARU MALANG,IMPLEMENTASI WEB-GIS UNTUK PEMETAAN LAHAN TEBU: STUDI KASUS PABRIK GULA KREBET BARU MALANG,SI
297,ANALISA DAN PEMODELAN ARSITEKTUR PROSES BISNIS MENGGUNAKAN TOGAF ADM (STUDI KASUS: DINAS PENDAPATAN DAERAH KOTA MALANG),Analisis dan Perancangan Arsitektur Bisnis Menggunakan TOGAF ADM (Studi Kasus: DInas Pendapatan Daerah Kota Malang),SI
298,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PELAPORAN DINAS PETERNAKAN DAN KESEHATAN HEWAN KABUPATEN MALANG (STUDI KASUS : LAPORAN BULANAN PETUGAS INSEMINASI BUATAN),,SI
299,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PELAPORAN DINAS PETERNAKAN DAN KESEHATAN HEWAN KABUPATEN MALANG (STUDI KASUS : LAPORAN BULANAN PETUGAS INSEMINASI BUATAN),,SI
300,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PELAPORAN DINAS PETERNAKAN DAN KESEHATAN HEWAN KABUPATEN MALANG DENGAN PENDEKATAN SERVICE ORIENTED ARCITECTURE (STUDI KASUS : LAPORAN BULANAN PETUGAS INSEMINASI BUATAN),Analisis dan perancangan sistem informasi produksi dinas peternakan dan kesehatan hewan kabupaten malang,SI
301,"ANALISIS DAN PERANCANGAN CUSTOMER RELATIONSHIP MANAGEMENT UNTUK MENGELOMPOKAN PELANGGAN DENGAN MENGGUNAKAN METODE LRFM (LENGTH, RECENCY, FREQUENCY, MONETARY) PADA UNIT PG. KREBET BARU","PEMBANGUNAN SISTEM INFORMASI CUSTOMER RELATIONSHIP MANAGEMENT UNTUK SEGMENTASI PELANGGAN DENGAN MENGGUNAKAN METODE LRFM (LENGTH, RECENCY, FREQUENCY, MONETARY)",SI
302,ANALISA MICRO-SPATIAL KOMODITAS PASAR BERBASIS SISTEM INFORMASI GEOGRAFIS (STUDI KASUS: PASAR KOTA MALANG) / ide dari Bpk. Fatwa Ramdani,ANALISIS MICRO-SPATIAL POPULASI KOMODITAS BERBASIS INDOOR WEBGIS (STUDI KASUS: PASAR BESAR KOTA MALANG),SI
303,PEMODELAN DAN EVALUASI PROSES BISNIS  DENGAN BUSINESS PROCESS IMPROVEMENT (BPI) (STUDI KASUS: GUMCODE),,SI
304,ANALISIS DAN DESAIN PROSES BISNIS UTAMA ALUR PROJECT &amp; OUTSOURCING MENGGUNAKAN  KONSEP VERTIKAL ABSTRAKSI PADA PERUSAHAAN GUMCODE INDONESIA,EVALUASI DAN PEMODELAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS MANAGEMENT NOTATION DAN QUALITY EVALUATION FRAMEWORK (QEF) PADA PERUSAHAAN GUMCODE INDONESIA,SI
305,ANALISIS TINGKAT KEPUASAN MAHASISWA TERHADAP PENGGUNAAN SOSIAL MEDIA ONLINE FACEBOOK SEBAGAI SELF DISCLORUSE MENGGUNAKAN METODE STRUCTURAL EQUANTION MODELING,ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI SELF DISCLOSURE OLEH PENGGUNA FACEBOOK DENGAN MENGGUNAKAN METODE STRUCTURAL EQUALITION MODELING,SI
306,ANALISIS DAN PERANCANGAN KATALOG IKAN ONLINE SEBAGAI MEDIA INFORMASI PADA TEMPAT PELELANGAN IKAN (TPI) BRONDONG,ANALISIS DAN PERANCANGAN KATALOG IKAN ONLINE SEBAGAI MEDIA INFORMASI PADA TEMPAT PELELANGAN IKAN (TPI) BRONDONG,SI
307,Analisis Perancangan Sistem Informasi IT Consumption Sebagai  Pendukung Strategi Layanan Pengelolaan Persediaan di PT. Pertamina Refinery Unit V Balikpapan,ANALISIS DAN PERANCANGAN SISTEM INFORMASI  KONTROL INVENTORI SEBAGAI PENDUKUNG STRATEGI LAYANAN PENGELOLAAN PERSEDIAAN DI PT. PERTAMINA REFINERY UNIT V BALIKPAPAN,SI
308,Evaluasi Website Dinas Cipta Karya dan Tata Ruang Kabupaten Malang Menggunakan Pendekatan Human Centered Design (HCD),Evaluasi Website Dinas Cipta Karya dan Tata Ruang Kabupaten Malang Menggunakan Pendekatan Human Centered Design (HCD),SI
309,Analisis dan Bi-Method Object Oriented Sistem Informasi Pariwisata Terpadu Sebagai Media Promosi Kabupaten Banyuwangi,,SI
310,ANALISIS DAN BI-METHOD OBJECT ORIENTED SISTEM INFORMASI PARIWISATA TERPADU SEBAGAI MEDIA PROMOSI KABUPATEN BANYUWANGI,,SI
311,ANALISIS DAN BI-METHOD OBJECT ORIENTED SISTEM INFORMASI PARIWISATA TERPADU SEBAGAI MEDIA PROMOSI KABUPATEN BANYUWANGI,,SI
312,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PARIWISATA TERPADU SEBAGAI MEDIA PROMOSI KABUPATEN BANYUWANGI,,SI
313,PENGUKURAN TINGKAT KEMATANGAN KUALITAS LAYANAN PORTAL APLIKASI BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) VERSI 3 (STUDI KASUS: DIVISI SIM PDAM KOTA MALANG),"PENGUKURAN TINGKAT KEMATANGAN KUALITAS LAYANAN PORTAL APLIKASI
BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY
INFRASTRUCTURE LIBRARY (ITIL) VERSI 3
(STUDI KASUS: DIVISI SIM PDAM KOTA MALANG)",SI
314,IMPLEMENTASI TATA KELOLA INFORMATION TECHNOLOGY SERVICE MANAGEMENT (ITSM) MENGGUNAKAN ISO 20000 DAN METODE BALANCE SCORECARD,IMPLEMENTASI TATA KELOLA INFORMATION TECHNOLOGY SERVICE MANAGEMENT (ITSM) MENGGUNAKAN ISO 20000 DAN METODE BALANCE SCORECARD,SI
315,ANALISIS USABILITY PERANGKAT LUNAK PADA SISTEM INFORMASI AKADEMIK MAHASISWA (SIAM) UNIVERSITAS BRAWIJAYA DENGAN MODEL MCCALL,,SI
316,ANALISIS USABILITY PERANGKAT LUNAK PADA SISTEM INFORMASI AKADEMIK MAHASISWA (SIAM) UNIVERSITAS BRAWIJAYA DENGAN MODEL MCCALL,ANALISIS USABILITY PERANGKAT LUNAK PADA SISTEM INFORMASI AKADEMIK MAHASISWA (SIAM) UNIVERSITAS BRAWIJAYA DENGAN MODEL MCCALL,SI
317,AUDIT SISTEM INFORMASI DIREKTORAT BINA K3 MENGGUNAKAN FRAMEWORK COBIT DOMAIN PADA DIREKTORAT BINA KESELAMATAN DAN KESEHATAN KERJA KEMENTERIAN KETENAGAKERJAAN RI.,EVALUASI SISTEM INFORMASI PUSAT K3 MENGGUNAKAN COBIT 5  PADA DIREKTORAT BINA KESELAMATAN DAN KESEHATAN KERJA KEMENTERIAN KETENAGAKERJAAN RI,SI
318,PEMBANGUNAN SISTEM INFORMASI IZIN LOKASI PADA DINAS CIPTA KARYA DAN TATA RUANG KABUPATEN MALANG,KONTRUKSI SISTEM INFORMASI IZIN LOKASI (SILOKA) PADA DINAS CIPTA KARYA DAN TATA RUANG KABUPATEN MALANG DENGAN PENDEKATAN BERORIENTASI OBJEK,SI
319,Analisis Proses Bisnis Sistem Pemberian Persetujuan Izin Tinggal Terbatas (ITAS) Untuk Warga Negara Asing (WNA) Studi Kasus : Kantor Imigrasi Kelas 1 Malang,,SI
320,ANALISA DAN PEMODELAN PROSES BISNIS SISTEM PEMBERIAN PERSETUJUAN IZIN TINGGAL TERBATAS (ITAS) UNTUK WARGA NEGARA ASING (WNA) MENGGUNAKAN BPMN (Studi Kasus : Kantor Imigrasi Kelas I Malang) ,ANALISA DAN PEMODELAN PROSES BISNIS LAYANAN REGISTRASI PELANGGAN BARU MENGGUNAKAN BPMN (STUDI KASUS PADA PDAM KOTA MALANG),SI
321,PENGUJIAN PERANGKAT LUNAK SISTEM INFORMASI MANAJEMEN AKADEMIK MENGGUNAKAN SOFTWARE RATIONAL,penggunaan IBM rational functional tester untuk pengujian sistem informasi manajemen akademik,SI
322,PENERAPAN METODE USABILITY TESTING DALAM PROSES  EVALUASI WEBSITE KANTOR IMIGRASI MALANG,,SI
323,IMPLEMENTASI WEB-GIS UNTUK MONITORING PERUBAHAN LINGKUNGAN AKIBAT DARI EKSPANSI PERTAMBANGAN PASIR BESI DI LUMAJANG,IMPLEMENTASI WEB-GIS UNTUK MONITORING PERUBAHAN LINGKUNGAN AKIBAT DARI EKSPANSI PERTAMBANGAN PASIR BESI DI LUMAJANG,SI
324,PENGEMBANGAN SISTEM INFORMASI PERENCANAAN PEMELIHARAAN PENERANGAN JALAN BERBASIS BUSINESS INTELLIGENCE PADA DINAS PENERANGAN JALAN BINAMARGA KABUPATEN MALANG,PENGEMBANGAN OPERATIONAL DASHBOARD MONITORING PENERANGAN JALAN UMUM BERBASIS WEB GIS MENGGUNAKAN METODE HIGH-FIDELITY PROTOTYPE (STUDI KASUS: SEKSI PENERANGAN JALAN UMUM DINAS PEKERJAAN UMUM BINA MARGA KABUPATEN MALANG),SI
325,PENGUKURAN TINGKAT KEMATANGAN KUALITAS SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) VERSI 3 (STUDI KASUS: RUMAH SAKIT PTPN X JEMBER KLINIK DI JEMBER),,SI
326,PENGUKURAN KUALITAS SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) BERDASARKAN KERANGKA KERJA INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) VERSI 3 (STUDI KASUS: RUMAH SAKIT PTPN X JEMBER KLINIK DI JEMBER),Pengukuran Tingkat Kematangan Sistem Informasi Manajemen Rumah Sakit (SIMRS) Berdasarkan Kerangka Kerja Information Technology Infrastrukture Library (ITIL) Versi 3 (Studi Kasus: Divisi Sistem Informasi Rumah Sakit Perkebunan Jember),SI
327,PENGEMBANGAN SISTEM INFORMASI DENGAN PENAMBAHAN FITUR SMS GATEWAY PADA PEMINJAMAN BUKU RUANG BACA FILKOM UNIVERSITAS BRAWIJAYA,Rancang Bangun Sistem Informasi Manajemen Perpustakaan Pada Ruang Baca Fakultas Ilmu Komputer Universitas Brawijaya,SI
